File	Read_Count
2023-2-ASB-EM-LE-3-16S_S185_L001_R2_001.fastq.gz	15582
2023-2-ASB-HC-LE-1-16S_S174_L001_R1_001.fastq.gz	17640
2023-2-ASB-HC-LE-1-16S_S174_L001_R2_001.fastq.gz	17640
2023-2-ASB-HC-LE-2-16S_S175_L001_R1_001.fastq.gz	16244
2023-2-ASB-HC-LE-2-16S_S175_L001_R2_001.fastq.gz	16244
2023-2-ASB-HC-LE-3-16S_S176_L001_R1_001.fastq.gz	22565
2023-2-ASB-HC-LE-3-16S_S176_L001_R2_001.fastq.gz	22565
2023-2-ASB-LI-LE-1-16S_S180_L001_R1_001.fastq.gz	14499
2023-2-ASB-LI-LE-1-16S_S180_L001_R2_001.fastq.gz	14499
2023-2-ASB-LI-LE-2-16S_S181_L001_R1_001.fastq.gz	20026
2023-2-ASB-LI-LE-2-16S_S181_L001_R2_001.fastq.gz	20026
2023-2-ASB-LI-LE-3-16S_S182_L001_R1_001.fastq.gz	18106
2023-2-ASB-LI-LE-3-16S_S182_L001_R2_001.fastq.gz	18106
2023-2-ASB-PR-LE-1-16S_S171_L001_R1_001.fastq.gz	8042
2023-2-ASB-PR-LE-1-16S_S171_L001_R2_001.fastq.gz	8042
2023-2-ASB-PR-LE-2-16S_S172_L001_R1_001.fastq.gz	17903
2023-2-ASB-PR-LE-2-16S_S172_L001_R2_001.fastq.gz	17903
2023-2-ASB-PR-LE-3-16S_S173_L001_R1_001.fastq.gz	16171
2023-2-ASB-PR-LE-3-16S_S173_L001_R2_001.fastq.gz	16171
2023-2-ASB-SP-LE-1-16S_S177_L001_R1_001.fastq.gz	14574
2023-2-ASB-SP-LE-1-16S_S177_L001_R2_001.fastq.gz	14574
2023-2-ASB-SP-LE-2-16S_S178_L001_R1_001.fastq.gz	17045
2023-2-ASB-SP-LE-2-16S_S178_L001_R2_001.fastq.gz	17045
2023-2-ASB-SP-LE-3-16S_S179_L001_R1_001.fastq.gz	15716
2023-2-ASB-SP-LE-3-16S_S179_L001_R2_001.fastq.gz	15716
2023-2-COM-EM-LE-1-16S_S213_L001_R1_001.fastq.gz	21471
2023-2-COM-EM-LE-1-16S_S213_L001_R2_001.fastq.gz	21471
2023-2-COM-EM-LE-2-16S_S214_L001_R1_001.fastq.gz	20729
2023-2-COM-EM-LE-2-16S_S214_L001_R2_001.fastq.gz	20729
2023-2-COM-EM-LE-3-16S_S215_L001_R1_001.fastq.gz	24899
2023-2-COM-EM-LE-3-16S_S215_L001_R2_001.fastq.gz	24899
2023-2-COM-HC-LE-1-16S_S207_L001_R1_001.fastq.gz	21386
2023-2-COM-HC-LE-1-16S_S207_L001_R2_001.fastq.gz	21386
2023-2-COM-HC-LE-2-16S_S208_L001_R1_001.fastq.gz	19328
2023-2-COM-HC-LE-2-16S_S208_L001_R2_001.fastq.gz	19328
2023-2-COM-HC-LE-3-16S_S209_L001_R1_001.fastq.gz	19931
2023-2-COM-HC-LE-3-16S_S209_L001_R2_001.fastq.gz	19931
2023-2-COM-SP-LE-1-16S_S210_L001_R1_001.fastq.gz	20481
2023-2-COM-SP-LE-1-16S_S210_L001_R2_001.fastq.gz	20481
2023-2-COM-SP-LE-2-16S_S211_L001_R1_001.fastq.gz	20875
2023-2-COM-SP-LE-2-16S_S211_L001_R2_001.fastq.gz	20875
2023-2-COM-SP-LE-3-16S_S212_L001_R1_001.fastq.gz	26368
2023-2-COM-SP-LE-3-16S_S212_L001_R2_001.fastq.gz	26368
2023-2-COM-SR-LE-1-16S_S216_L001_R1_001.fastq.gz	28986
2023-2-COM-SR-LE-1-16S_S216_L001_R2_001.fastq.gz	28986
2023-2-COM-SR-LE-2-16S_S217_L001_R1_001.fastq.gz	26885
2023-2-COM-SR-LE-2-16S_S217_L001_R2_001.fastq.gz	26885
2023-2-COM-SR-LE-3-16S_S218_L001_R1_001.fastq.gz	22572
2023-2-COM-SR-LE-3-16S_S218_L001_R2_001.fastq.gz	22572
2023-2-MIB-CL-LE-1-16S_S252_L001_R1_001.fastq.gz	26168
2023-2-MIB-CL-LE-1-16S_S252_L001_R2_001.fastq.gz	26168
2023-2-MIB-CL-LE-2-16S_S253_L001_R1_001.fastq.gz	25527
2023-2-MIB-CL-LE-2-16S_S253_L001_R2_001.fastq.gz	25527
2023-2-MIB-CL-LE-3-16S_S254_L001_R1_001.fastq.gz	22743
2023-2-MIB-CL-LE-3-16S_S254_L001_R2_001.fastq.gz	22743
2023-2-MIB-EM-LE-1-16S_S264_L001_R1_001.fastq.gz	20510
2023-2-MIB-EM-LE-1-16S_S264_L001_R2_001.fastq.gz	20510
2023-2-MIB-EM-LE-2-16S_S265_L001_R1_001.fastq.gz	20491
2023-2-MIB-EM-LE-2-16S_S265_L001_R2_001.fastq.gz	20491
2023-2-MIB-EM-LE-3-16S_S266_L001_R1_001.fastq.gz	23928
2023-2-MIB-EM-LE-3-16S_S266_L001_R2_001.fastq.gz	23928
2023-2-MIB-HC-LE-1-16S_S255_L001_R1_001.fastq.gz	23017
2023-2-MIB-HC-LE-1-16S_S255_L001_R2_001.fastq.gz	23017
2023-2-MIB-HC-LE-2-16S_S256_L001_R1_001.fastq.gz	29631
2023-2-MIB-HC-LE-2-16S_S256_L001_R2_001.fastq.gz	29631
2023-2-MIB-HC-LE-3-16S_S257_L001_R1_001.fastq.gz	26052
2023-2-MIB-HC-LE-3-16S_S257_L001_R2_001.fastq.gz	26052
2023-2-MIB-LI-LE-1-16S_S261_L001_R1_001.fastq.gz	24203
2023-2-MIB-LI-LE-1-16S_S261_L001_R2_001.fastq.gz	24203
2023-2-MIB-LI-LE-2-16S_S262_L001_R1_001.fastq.gz	22962
2023-2-MIB-LI-LE-2-16S_S262_L001_R2_001.fastq.gz	22962
2023-2-MIB-LI-LE-3-16S_S263_L001_R1_001.fastq.gz	20769
2023-2-MIB-LI-LE-3-16S_S263_L001_R2_001.fastq.gz	20769
2023-2-MIB-SP-LE-1-16S_S258_L001_R1_001.fastq.gz	21771
2023-2-MIB-SP-LE-1-16S_S258_L001_R2_001.fastq.gz	21771
2023-2-MIB-SP-LE-2-16S_S259_L001_R1_001.fastq.gz	28524
2023-2-MIB-SP-LE-2-16S_S259_L001_R2_001.fastq.gz	28524
2023-2-MIB-SP-LE-3-16S_S260_L001_R1_001.fastq.gz	30092
2023-2-MIB-SP-LE-3-16S_S260_L001_R2_001.fastq.gz	30092
2023-2-MIC-CL-LE-1-16S_S237_L001_R1_001.fastq.gz	23570
2023-2-MIC-CL-LE-1-16S_S237_L001_R2_001.fastq.gz	23570
2023-2-MIC-CL-LE-2-16S_S238_L001_R1_001.fastq.gz	24677
2023-2-MIC-CL-LE-2-16S_S238_L001_R2_001.fastq.gz	24677
2023-2-MIC-CL-LE-3-16S_S239_L001_R1_001.fastq.gz	35941
2023-2-MIC-CL-LE-3-16S_S239_L001_R2_001.fastq.gz	35941
2023-2-MIC-EM-LE-1-16S_S249_L001_R1_001.fastq.gz	26707
2023-2-MIC-EM-LE-1-16S_S249_L001_R2_001.fastq.gz	26707
2023-2-MIC-EM-LE-2-16S_S250_L001_R1_001.fastq.gz	29565
2023-2-MIC-EM-LE-2-16S_S250_L001_R2_001.fastq.gz	29565
2023-2-MIC-EM-LE-3-16S_S251_L001_R1_001.fastq.gz	33403
2023-2-MIC-EM-LE-3-16S_S251_L001_R2_001.fastq.gz	33403
2023-2-MIC-HC-LE-1-16S_S240_L001_R1_001.fastq.gz	29927
2023-2-MIC-HC-LE-1-16S_S240_L001_R2_001.fastq.gz	29927
2023-2-MIC-HC-LE-2-16S_S241_L001_R1_001.fastq.gz	29128
2023-2-MIC-HC-LE-2-16S_S241_L001_R2_001.fastq.gz	29128
2023-2-MIC-HC-LE-3-16S_S242_L001_R1_001.fastq.gz	24581
2023-2-MIC-HC-LE-3-16S_S242_L001_R2_001.fastq.gz	24581
2023-2-MIC-LI-LE-1-16S_S246_L001_R1_001.fastq.gz	23714
2023-2-MIC-LI-LE-1-16S_S246_L001_R2_001.fastq.gz	23714
2023-2-MIC-LI-LE-2-16S_S247_L001_R1_001.fastq.gz	25239
2023-2-MIC-LI-LE-2-16S_S247_L001_R2_001.fastq.gz	25239
2023-2-MIC-LI-LE-3-16S_S248_L001_R1_001.fastq.gz	28041
2023-2-MIC-LI-LE-3-16S_S248_L001_R2_001.fastq.gz	28041
2023-2-MIC-SP-LE-1-16S_S243_L001_R1_001.fastq.gz	25924
2023-2-MIC-SP-LE-1-16S_S243_L001_R2_001.fastq.gz	25924
2023-2-MIC-SP-LE-2-16S_S244_L001_R1_001.fastq.gz	34369
2023-2-MIC-SP-LE-2-16S_S244_L001_R2_001.fastq.gz	34369
2023-2-MIC-SP-LE-3-16S_S245_L001_R1_001.fastq.gz	30898
2023-2-MIC-SP-LE-3-16S_S245_L001_R2_001.fastq.gz	30898
2023-2-PMB-CL-LE-1-16S_S186_L001_R1_001.fastq.gz	18531
2023-2-PMB-CL-LE-1-16S_S186_L001_R2_001.fastq.gz	18531
2023-2-PMB-CL-LE-2-16S_S187_L001_R1_001.fastq.gz	14315
2023-2-PMB-CL-LE-2-16S_S187_L001_R2_001.fastq.gz	14315
2023-2-PMB-CL-LE-3-16S_S188_L001_R1_001.fastq.gz	14033
2023-2-PMB-CL-LE-3-16S_S188_L001_R2_001.fastq.gz	14033
2023-2-PMB-EM-LE-1-16S_S201_L001_R1_001.fastq.gz	20640
2023-2-PMB-EM-LE-1-16S_S201_L001_R2_001.fastq.gz	20640
2023-2-PMB-EM-LE-2-16S_S202_L001_R1_001.fastq.gz	19866
2023-2-PMB-EM-LE-2-16S_S202_L001_R2_001.fastq.gz	19866
2023-2-PMB-EM-LE-3-16S_S203_L001_R1_001.fastq.gz	21174
2023-2-PMB-EM-LE-3-16S_S203_L001_R2_001.fastq.gz	21174
2023-2-PMB-HC-LE-1-16S_S192_L001_R1_001.fastq.gz	19148
2023-2-PMB-HC-LE-1-16S_S192_L001_R2_001.fastq.gz	19148
2023-2-PMB-HC-LE-2-16S_S193_L001_R1_001.fastq.gz	25388
2023-2-PMB-HC-LE-2-16S_S193_L001_R2_001.fastq.gz	25388
2023-2-PMB-HC-LE-3-16S_S194_L001_R1_001.fastq.gz	19714
2023-2-PMB-HC-LE-3-16S_S194_L001_R2_001.fastq.gz	19714
2023-2-PMB-LI-LE-1-16S_S198_L001_R1_001.fastq.gz	22221
2023-2-PMB-LI-LE-1-16S_S198_L001_R2_001.fastq.gz	22221
2023-2-PMB-LI-LE-2-16S_S199_L001_R1_001.fastq.gz	2249
2023-2-PMB-LI-LE-2-16S_S199_L001_R2_001.fastq.gz	2249
2023-2-PMB-LI-LE-3-16S_S200_L001_R1_001.fastq.gz	22708
2023-2-PMB-LI-LE-3-16S_S200_L001_R2_001.fastq.gz	22708
2023-2-PMB-PR-LE-1-16S_S189_L001_R1_001.fastq.gz	14377
2023-2-PMB-PR-LE-1-16S_S189_L001_R2_001.fastq.gz	14377
2023-2-PMB-PR-LE-2-16S_S190_L001_R1_001.fastq.gz	19987
2023-2-PMB-PR-LE-2-16S_S190_L001_R2_001.fastq.gz	19987
2023-2-PMB-PR-LE-3-16S_S191_L001_R1_001.fastq.gz	16999
2023-2-PMB-PR-LE-3-16S_S191_L001_R2_001.fastq.gz	16999
2023-2-PMB-SP-LE-1-16S_S195_L001_R1_001.fastq.gz	19335
2023-2-PMB-SP-LE-1-16S_S195_L001_R2_001.fastq.gz	19335
2023-2-PMB-SP-LE-2-16S_S196_L001_R1_001.fastq.gz	21745
2023-2-PMB-SP-LE-2-16S_S196_L001_R2_001.fastq.gz	21745
2023-2-PMB-SP-LE-3-16S_S197_L001_R1_001.fastq.gz	24120
2023-2-PMB-SP-LE-3-16S_S197_L001_R2_001.fastq.gz	24120
2023-2-PMB-SR-LE-1-16S_S204_L001_R1_001.fastq.gz	19822
2023-2-PMB-SR-LE-1-16S_S204_L001_R2_001.fastq.gz	19822
2023-2-PMB-SR-LE-2-16S_S205_L001_R1_001.fastq.gz	17971
2023-2-PMB-SR-LE-2-16S_S205_L001_R2_001.fastq.gz	17971
2023-2-PMB-SR-LE-3-16S_S206_L001_R1_001.fastq.gz	16822
2023-2-PMB-SR-LE-3-16S_S206_L001_R2_001.fastq.gz	16822
2023-2-VBS-CL-LE-1-16S_S219_L001_R1_001.fastq.gz	19468
2023-2-VBS-CL-LE-1-16S_S219_L001_R2_001.fastq.gz	19468
2023-2-VBS-CL-LE-2-16S_S220_L001_R1_001.fastq.gz	33527
2023-2-VBS-CL-LE-2-16S_S220_L001_R2_001.fastq.gz	33527
2023-2-VBS-CL-LE-3-16S_S221_L001_R1_001.fastq.gz	22997
2023-2-VBS-CL-LE-3-16S_S221_L001_R2_001.fastq.gz	22997
2023-2-VBS-FR-LE-1-16S_S234_L001_R1_001.fastq.gz	20750
2023-2-VBS-FR-LE-1-16S_S234_L001_R2_001.fastq.gz	20750
2023-2-VBS-FR-LE-2-16S_S235_L001_R1_001.fastq.gz	23892
2023-2-VBS-FR-LE-2-16S_S235_L001_R2_001.fastq.gz	23892
2023-2-VBS-FR-LE-3-16S_S236_L001_R1_001.fastq.gz	24330
2023-2-VBS-FR-LE-3-16S_S236_L001_R2_001.fastq.gz	24330
2023-2-VBS-HC-LE-1-16S_S225_L001_R1_001.fastq.gz	22607
2023-2-VBS-HC-LE-1-16S_S225_L001_R2_001.fastq.gz	22607
2023-2-VBS-HC-LE-2-16S_S226_L001_R1_001.fastq.gz	22225
2023-2-VBS-HC-LE-2-16S_S226_L001_R2_001.fastq.gz	22225
2023-2-VBS-HC-LE-3-16S_S227_L001_R1_001.fastq.gz	31875
2023-2-VBS-HC-LE-3-16S_S227_L001_R2_001.fastq.gz	31875
2023-2-VBS-LI-LE-1-16S_S231_L001_R1_001.fastq.gz	24355
2023-2-VBS-LI-LE-1-16S_S231_L001_R2_001.fastq.gz	24355
2023-2-VBS-LI-LE-2-16S_S232_L001_R1_001.fastq.gz	25731
2023-2-VBS-LI-LE-2-16S_S232_L001_R2_001.fastq.gz	25731
2023-2-VBS-LI-LE-3-16S_S233_L001_R1_001.fastq.gz	29600
2023-2-VBS-LI-LE-3-16S_S233_L001_R2_001.fastq.gz	29600
2023-2-VBS-PR-LE-1-16S_S222_L001_R1_001.fastq.gz	21847
2023-2-VBS-PR-LE-1-16S_S222_L001_R2_001.fastq.gz	21847
2023-2-VBS-PR-LE-2-16S_S223_L001_R1_001.fastq.gz	17175
2023-2-VBS-PR-LE-2-16S_S223_L001_R2_001.fastq.gz	17175
2023-2-VBS-PR-LE-3-16S_S224_L001_R1_001.fastq.gz	24345
2023-2-VBS-PR-LE-3-16S_S224_L001_R2_001.fastq.gz	24345
2023-2-VBS-SP-LE-1-16S_S228_L001_R1_001.fastq.gz	27875
2023-2-VBS-SP-LE-1-16S_S228_L001_R2_001.fastq.gz	27875
2023-2-VBS-SP-LE-2-16S_S229_L001_R1_001.fastq.gz	20964
2023-2-VBS-SP-LE-2-16S_S229_L001_R2_001.fastq.gz	20964
2023-2-VBS-SP-LE-3-16S_S230_L001_R1_001.fastq.gz	26862
2023-2-VBS-SP-LE-3-16S_S230_L001_R2_001.fastq.gz	26862
2023-3-ASB-CL-LE-1-16S_S267_L001_R1_001.fastq.gz	26473
2023-3-ASB-CL-LE-1-16S_S267_L001_R2_001.fastq.gz	26473
2023-3-ASB-CL-LE-2-16S_S268_L001_R1_001.fastq.gz	23959
2023-3-ASB-CL-LE-2-16S_S268_L001_R2_001.fastq.gz	23959
2023-3-ASB-CL-LE-3-16S_S269_L001_R1_001.fastq.gz	24551
2023-3-ASB-CL-LE-3-16S_S269_L001_R2_001.fastq.gz	24551
2023-3-ASB-EM-LE-1-16S_S282_L001_R1_001.fastq.gz	21237
2023-3-ASB-EM-LE-1-16S_S282_L001_R2_001.fastq.gz	21237
2023-3-ASB-EM-LE-2-16S_S283_L001_R1_001.fastq.gz	33468
2023-3-ASB-EM-LE-2-16S_S283_L001_R2_001.fastq.gz	33468
2023-3-ASB-EM-LE-3-16S_S284_L001_R1_001.fastq.gz	25530
2023-3-ASB-EM-LE-3-16S_S284_L001_R2_001.fastq.gz	25530
2023-3-ASB-HC-LE-1-16S_S273_L001_R1_001.fastq.gz	32817
2023-3-ASB-HC-LE-1-16S_S273_L001_R2_001.fastq.gz	32817
2023-3-ASB-HC-LE-2-16S_S274_L001_R1_001.fastq.gz	24932
2023-3-ASB-HC-LE-2-16S_S274_L001_R2_001.fastq.gz	24932
2023-3-ASB-HC-LE-3-16S_S275_L001_R1_001.fastq.gz	26177
2023-3-ASB-HC-LE-3-16S_S275_L001_R2_001.fastq.gz	26177
2023-3-ASB-LI-LE-1-16S_S279_L001_R1_001.fastq.gz	19791
2023-3-ASB-LI-LE-1-16S_S279_L001_R2_001.fastq.gz	19791
2023-3-ASB-LI-LE-2-16S_S280_L001_R1_001.fastq.gz	21621
2023-3-ASB-LI-LE-2-16S_S280_L001_R2_001.fastq.gz	21621
2023-3-ASB-LI-LE-3-16S_S281_L001_R1_001.fastq.gz	21504
2023-3-ASB-LI-LE-3-16S_S281_L001_R2_001.fastq.gz	21504
2023-3-ASB-PR-LE-1-16S_S270_L001_R1_001.fastq.gz	27305
2023-3-ASB-PR-LE-1-16S_S270_L001_R2_001.fastq.gz	27305
2023-3-ASB-PR-LE-2-16S_S271_L001_R1_001.fastq.gz	19042
2023-3-ASB-PR-LE-2-16S_S271_L001_R2_001.fastq.gz	19042
2023-3-ASB-PR-LE-3-16S_S272_L001_R1_001.fastq.gz	26351
2023-3-ASB-PR-LE-3-16S_S272_L001_R2_001.fastq.gz	26351
2023-3-ASB-SP-LE-1-16S_S276_L001_R1_001.fastq.gz	25180
2023-3-ASB-SP-LE-1-16S_S276_L001_R2_001.fastq.gz	25180
2023-3-ASB-SP-LE-2-16S_S277_L001_R1_001.fastq.gz	16024
2023-3-ASB-SP-LE-2-16S_S277_L001_R2_001.fastq.gz	16024
2023-3-ASB-SP-LE-3-16S_S278_L001_R1_001.fastq.gz	25439
2023-3-ASB-SP-LE-3-16S_S278_L001_R2_001.fastq.gz	25439
2023-3-COM-EM-LE-1-16S_S312_L001_R1_001.fastq.gz	24840
2023-3-COM-EM-LE-1-16S_S312_L001_R2_001.fastq.gz	24840
2023-3-COM-EM-LE-2-16S_S313_L001_R1_001.fastq.gz	28500
2023-3-COM-EM-LE-2-16S_S313_L001_R2_001.fastq.gz	28500
2023-3-COM-EM-LE-3-16S_S314_L001_R1_001.fastq.gz	30601
2023-3-COM-EM-LE-3-16S_S314_L001_R2_001.fastq.gz	30601
2023-3-COM-HC-LE-1-16S_S306_L001_R1_001.fastq.gz	30174
2023-3-COM-HC-LE-1-16S_S306_L001_R2_001.fastq.gz	30174
2023-3-COM-HC-LE-2-16S_S307_L001_R1_001.fastq.gz	23900
2023-3-COM-HC-LE-2-16S_S307_L001_R2_001.fastq.gz	23900
2023-3-COM-HC-LE-3-16S_S308_L001_R1_001.fastq.gz	17633
2023-3-COM-HC-LE-3-16S_S308_L001_R2_001.fastq.gz	17633
2023-3-COM-SP-LE-1-16S_S309_L001_R1_001.fastq.gz	29781
2023-3-COM-SP-LE-1-16S_S309_L001_R2_001.fastq.gz	29781
2023-3-COM-SP-LE-2-16S_S310_L001_R1_001.fastq.gz	28291
2023-3-COM-SP-LE-2-16S_S310_L001_R2_001.fastq.gz	28291
2023-3-COM-SP-LE-3-16S_S311_L001_R1_001.fastq.gz	31007
2023-3-COM-SP-LE-3-16S_S311_L001_R2_001.fastq.gz	31007
2023-3-COM-SR-LE-1-16S_S315_L001_R1_001.fastq.gz	24164
2023-3-COM-SR-LE-1-16S_S315_L001_R2_001.fastq.gz	24164
2023-3-COM-SR-LE-2-16S_S316_L001_R1_001.fastq.gz	30498
2023-3-COM-SR-LE-2-16S_S316_L001_R2_001.fastq.gz	30498
2023-3-COM-SR-LE-3-16S_S317_L001_R1_001.fastq.gz	21517
2023-3-COM-SR-LE-3-16S_S317_L001_R2_001.fastq.gz	21517
2023-3-MIB-CL-LE-1-16S_S351_L001_R1_001.fastq.gz	32905
2023-3-MIB-CL-LE-1-16S_S351_L001_R2_001.fastq.gz	32905
2023-3-MIB-CL-LE-2-16S_S352_L001_R1_001.fastq.gz	21794
2023-3-MIB-CL-LE-2-16S_S352_L001_R2_001.fastq.gz	21794
2023-3-MIB-CL-LE-3-16S_S353_L001_R1_001.fastq.gz	25959
2023-3-MIB-CL-LE-3-16S_S353_L001_R2_001.fastq.gz	25959
2023-3-MIB-EM-LE-1-16S_S363_L001_R1_001.fastq.gz	21969
2023-3-MIB-EM-LE-1-16S_S363_L001_R2_001.fastq.gz	21969
2023-3-MIB-EM-LE-2-16S_S364_L001_R1_001.fastq.gz	22005
2023-3-MIB-EM-LE-2-16S_S364_L001_R2_001.fastq.gz	22005
2023-3-MIB-EM-LE-3-16S_S365_L001_R1_001.fastq.gz	32291
2023-3-MIB-EM-LE-3-16S_S365_L001_R2_001.fastq.gz	32291
2023-3-MIB-HC-LE-1-16S_S354_L001_R1_001.fastq.gz	34973
2023-3-MIB-HC-LE-1-16S_S354_L001_R2_001.fastq.gz	34973
2023-3-MIB-HC-LE-2-16S_S355_L001_R1_001.fastq.gz	30097
2023-3-MIB-HC-LE-2-16S_S355_L001_R2_001.fastq.gz	30097
2023-3-MIB-HC-LE-3-16S_S356_L001_R1_001.fastq.gz	31371
2023-3-MIB-HC-LE-3-16S_S356_L001_R2_001.fastq.gz	31371
2023-3-MIB-LI-LE-1-16S_S360_L001_R1_001.fastq.gz	23086
2023-3-MIB-LI-LE-1-16S_S360_L001_R2_001.fastq.gz	23086
2023-3-MIB-LI-LE-2-16S_S361_L001_R1_001.fastq.gz	29038
2023-3-MIB-LI-LE-2-16S_S361_L001_R2_001.fastq.gz	29038
2023-3-MIB-LI-LE-3-16S_S362_L001_R1_001.fastq.gz	23680
2023-3-MIB-LI-LE-3-16S_S362_L001_R2_001.fastq.gz	23680
2023-3-MIB-SP-LE-1-16S_S357_L001_R1_001.fastq.gz	24668
2023-3-MIB-SP-LE-1-16S_S357_L001_R2_001.fastq.gz	24668
2023-3-MIB-SP-LE-2-16S_S358_L001_R1_001.fastq.gz	30241
2023-3-MIB-SP-LE-2-16S_S358_L001_R2_001.fastq.gz	30241
2023-3-MIB-SP-LE-3-16S_S359_L001_R1_001.fastq.gz	32636
2023-3-MIB-SP-LE-3-16S_S359_L001_R2_001.fastq.gz	32636
2023-3-MIC-CL-LE-1-16S_S336_L001_R1_001.fastq.gz	22062
2023-3-MIC-CL-LE-1-16S_S336_L001_R2_001.fastq.gz	22062
2023-3-MIC-CL-LE-2-16S_S337_L001_R1_001.fastq.gz	21311
2023-3-MIC-CL-LE-2-16S_S337_L001_R2_001.fastq.gz	21311
2023-3-MIC-CL-LE-3-16S_S338_L001_R1_001.fastq.gz	20405
2023-3-MIC-CL-LE-3-16S_S338_L001_R2_001.fastq.gz	20405
2023-3-MIC-EM-LE-1-16S_S348_L001_R1_001.fastq.gz	26448
2023-3-MIC-EM-LE-1-16S_S348_L001_R2_001.fastq.gz	26448
2023-3-MIC-EM-LE-2-16S_S349_L001_R1_001.fastq.gz	32814
2023-3-MIC-EM-LE-2-16S_S349_L001_R2_001.fastq.gz	32814
2023-3-MIC-EM-LE-3-16S_S350_L001_R1_001.fastq.gz	34349
2023-3-MIC-EM-LE-3-16S_S350_L001_R2_001.fastq.gz	34349
2023-3-MIC-HC-LE-1-16S_S339_L001_R1_001.fastq.gz	19069
2023-3-MIC-HC-LE-1-16S_S339_L001_R2_001.fastq.gz	19069
2023-3-MIC-HC-LE-2-16S_S340_L001_R1_001.fastq.gz	21995
2023-3-MIC-HC-LE-2-16S_S340_L001_R2_001.fastq.gz	21995
2023-3-MIC-HC-LE-3-16S_S341_L001_R1_001.fastq.gz	24102
2023-3-MIC-HC-LE-3-16S_S341_L001_R2_001.fastq.gz	24102
2023-3-MIC-LI-LE-1-16S_S345_L001_R1_001.fastq.gz	23335
2023-3-MIC-LI-LE-1-16S_S345_L001_R2_001.fastq.gz	23335
2023-3-MIC-LI-LE-2-16S_S346_L001_R1_001.fastq.gz	31538
2023-3-MIC-LI-LE-2-16S_S346_L001_R2_001.fastq.gz	31538
2023-3-MIC-LI-LE-3-16S_S347_L001_R1_001.fastq.gz	21420
2023-3-MIC-LI-LE-3-16S_S347_L001_R2_001.fastq.gz	21420
2023-3-MIC-SP-LE-1-16S_S342_L001_R1_001.fastq.gz	22085
2023-3-MIC-SP-LE-1-16S_S342_L001_R2_001.fastq.gz	22085
2023-3-MIC-SP-LE-2-16S_S343_L001_R1_001.fastq.gz	23430
2023-3-MIC-SP-LE-2-16S_S343_L001_R2_001.fastq.gz	23430
2023-3-MIC-SP-LE-3-16S_S344_L001_R1_001.fastq.gz	25491
2023-3-MIC-SP-LE-3-16S_S344_L001_R2_001.fastq.gz	25491
2023-3-PMB-CL-LE-1-16S_S285_L001_R1_001.fastq.gz	26691
2023-3-PMB-CL-LE-1-16S_S285_L001_R2_001.fastq.gz	26691
2023-3-PMB-CL-LE-2-16S_S286_L001_R1_001.fastq.gz	25851
2023-3-PMB-CL-LE-2-16S_S286_L001_R2_001.fastq.gz	25851
2023-3-PMB-CL-LE-3-16S_S287_L001_R1_001.fastq.gz	27426
2023-3-PMB-CL-LE-3-16S_S287_L001_R2_001.fastq.gz	27426
2023-3-PMB-EM-LE-1-16S_S300_L001_R1_001.fastq.gz	17196
2023-3-PMB-EM-LE-1-16S_S300_L001_R2_001.fastq.gz	17196
2023-3-PMB-EM-LE-2-16S_S301_L001_R1_001.fastq.gz	24181
2023-3-PMB-EM-LE-2-16S_S301_L001_R2_001.fastq.gz	24181
2023-3-PMB-EM-LE-3-16S_S302_L001_R1_001.fastq.gz	24802
2023-3-PMB-EM-LE-3-16S_S302_L001_R2_001.fastq.gz	24802
2023-3-PMB-HC-LE-1-16S_S291_L001_R1_001.fastq.gz	28194
2023-3-PMB-HC-LE-1-16S_S291_L001_R2_001.fastq.gz	28194
2023-3-PMB-HC-LE-2-16S_S292_L001_R1_001.fastq.gz	22450
2023-3-PMB-HC-LE-2-16S_S292_L001_R2_001.fastq.gz	22450
2023-3-PMB-HC-LE-3-16S_S293_L001_R1_001.fastq.gz	17442
2023-3-PMB-HC-LE-3-16S_S293_L001_R2_001.fastq.gz	17442
2023-3-PMB-LI-LE-1-16S_S297_L001_R1_001.fastq.gz	16721
2023-3-PMB-LI-LE-1-16S_S297_L001_R2_001.fastq.gz	16721
2023-3-PMB-LI-LE-2-16S_S298_L001_R1_001.fastq.gz	20176
2023-3-PMB-LI-LE-2-16S_S298_L001_R2_001.fastq.gz	20176
2023-3-PMB-LI-LE-3-16S_S299_L001_R1_001.fastq.gz	12788
2023-3-PMB-LI-LE-3-16S_S299_L001_R2_001.fastq.gz	12788
2023-3-PMB-PR-LE-1-16S_S288_L001_R1_001.fastq.gz	27716
2023-3-PMB-PR-LE-1-16S_S288_L001_R2_001.fastq.gz	27716
2023-3-PMB-PR-LE-2-16S_S289_L001_R1_001.fastq.gz	33812
2023-3-PMB-PR-LE-2-16S_S289_L001_R2_001.fastq.gz	33812
2023-3-PMB-PR-LE-3-16S_S290_L001_R1_001.fastq.gz	26805
2023-3-PMB-PR-LE-3-16S_S290_L001_R2_001.fastq.gz	26805
2023-3-PMB-SP-LE-1-16S_S294_L001_R1_001.fastq.gz	16181
2023-3-PMB-SP-LE-1-16S_S294_L001_R2_001.fastq.gz	16181
2023-3-PMB-SP-LE-2-16S_S295_L001_R1_001.fastq.gz	18116
2023-3-PMB-SP-LE-2-16S_S295_L001_R2_001.fastq.gz	18116
2023-3-PMB-SP-LE-3-16S_S296_L001_R1_001.fastq.gz	16786
