File	Read_Count
2023-3-PMB-SP-LE-3-16S_S296_L001_R2_001.fastq.gz	16786
2023-3-PMB-SR-LE-1-16S_S303_L001_R1_001.fastq.gz	26576
2023-3-PMB-SR-LE-1-16S_S303_L001_R2_001.fastq.gz	26576
2023-3-PMB-SR-LE-2-16S_S304_L001_R1_001.fastq.gz	15210
2023-3-PMB-SR-LE-2-16S_S304_L001_R2_001.fastq.gz	15210
2023-3-PMB-SR-LE-3-16S_S305_L001_R1_001.fastq.gz	20848
2023-3-PMB-SR-LE-3-16S_S305_L001_R2_001.fastq.gz	20848
2023-3-VBS-CL-LE-1-16S_S318_L001_R1_001.fastq.gz	21821
2023-3-VBS-CL-LE-1-16S_S318_L001_R2_001.fastq.gz	21821
2023-3-VBS-CL-LE-2-16S_S319_L001_R1_001.fastq.gz	23671
2023-3-VBS-CL-LE-2-16S_S319_L001_R2_001.fastq.gz	23671
2023-3-VBS-CL-LE-3-16S_S320_L001_R1_001.fastq.gz	19491
2023-3-VBS-CL-LE-3-16S_S320_L001_R2_001.fastq.gz	19491
2023-3-VBS-FR-LE-1-16S_S333_L001_R1_001.fastq.gz	25447
2023-3-VBS-FR-LE-1-16S_S333_L001_R2_001.fastq.gz	25447
2023-3-VBS-FR-LE-2-16S_S334_L001_R1_001.fastq.gz	21225
2023-3-VBS-FR-LE-2-16S_S334_L001_R2_001.fastq.gz	21225
2023-3-VBS-FR-LE-3-16S_S335_L001_R1_001.fastq.gz	22640
2023-3-VBS-FR-LE-3-16S_S335_L001_R2_001.fastq.gz	22640
2023-3-VBS-HC-LE-1-16S_S324_L001_R1_001.fastq.gz	21230
2023-3-VBS-HC-LE-1-16S_S324_L001_R2_001.fastq.gz	21230
2023-3-VBS-HC-LE-2-16S_S325_L001_R1_001.fastq.gz	20056
2023-3-VBS-HC-LE-2-16S_S325_L001_R2_001.fastq.gz	20056
2023-3-VBS-HC-LE-3-16S_S326_L001_R1_001.fastq.gz	28783
2023-3-VBS-HC-LE-3-16S_S326_L001_R2_001.fastq.gz	28783
2023-3-VBS-LI-LE-1-16S_S330_L001_R1_001.fastq.gz	29201
2023-3-VBS-LI-LE-1-16S_S330_L001_R2_001.fastq.gz	29201
2023-3-VBS-LI-LE-2-16S_S331_L001_R1_001.fastq.gz	29580
2023-3-VBS-LI-LE-2-16S_S331_L001_R2_001.fastq.gz	29580
2023-3-VBS-LI-LE-3-16S_S332_L001_R1_001.fastq.gz	24187
2023-3-VBS-LI-LE-3-16S_S332_L001_R2_001.fastq.gz	24187
2023-3-VBS-PR-LE-1-16S_S321_L001_R1_001.fastq.gz	26377
2023-3-VBS-PR-LE-1-16S_S321_L001_R2_001.fastq.gz	26377
2023-3-VBS-PR-LE-2-16S_S322_L001_R1_001.fastq.gz	26094
2023-3-VBS-PR-LE-2-16S_S322_L001_R2_001.fastq.gz	26094
2023-3-VBS-PR-LE-3-16S_S323_L001_R1_001.fastq.gz	24305
2023-3-VBS-PR-LE-3-16S_S323_L001_R2_001.fastq.gz	24305
2023-3-VBS-SP-LE-1-16S_S327_L001_R1_001.fastq.gz	20410
2023-3-VBS-SP-LE-1-16S_S327_L001_R2_001.fastq.gz	20410
2023-3-VBS-SP-LE-2-16S_S328_L001_R1_001.fastq.gz	21276
2023-3-VBS-SP-LE-2-16S_S328_L001_R2_001.fastq.gz	21276
2023-3-VBS-SP-LE-3-16S_S329_L001_R1_001.fastq.gz	28149
2023-3-VBS-SP-LE-3-16S_S329_L001_R2_001.fastq.gz	28149
2023-ctrl-PCR-neg-LaforestP7-16S_S96_L001_R1_001.fastq.gz	478
2023-ctrl-PCR-neg-LaforestP7-16S_S96_L001_R2_001.fastq.gz	478
2023-ctrl-PCR-pos-LaforestP7-16S_S95_L001_R1_001.fastq.gz	13984
2023-ctrl-PCR-pos-LaforestP7-16S_S95_L001_R2_001.fastq.gz	13984
